listing_id,date,vacant_days,reserved_days,occupancy,revenue,rate_avg,booked_rate_avg,booking_lead_time_avg,length_of_stay_avg,min_nights_avg,native_booked_rate_avg,native_rate_avg,native_revenue
41759384,2025-11-01,30,0,0.0,0.0,54.0,,,,2,,6977.0,0.0
14535080,2026-01-01,31,0,0.0,0.0,9.7,,,,28,,1253.0,0.0
41759384,2026-07-01,31,0,0.0,0.0,53.5,,,,,,6912.0,0.0
14535080,2025-12-01,31,0,0.0,0.0,9.7,,,,28,,1253.0,0.0
14535080,2026-08-01,31,0,0.0,0.0,10.3,,,,28,,1331.0,0.0
41759384,2026-03-01,31,0,0.0,0.0,52.7,,,,2,,6809.0,0.0
41759384,2026-06-01,30,0,0.0,0.0,52.9,,,,,,6835.0,0.0
41759384,2026-04-01,30,0,0.0,0.0,52.2,,,,2,,6744.0,0.0
41759384,2026-08-01,31,0,0.0,0.0,53.4,,,,,,6899.0,0.0
41759384,2026-02-01,28,0,0.0,0.0,54.4,,,,2,,7029.0,0.0
41759384,2026-01-01,31,0,0.0,0.0,53.1,,,,2,,6861.0,0.0
41759384,2025-09-01,30,0,0.0,0.0,54.6,,,,2,,7055.0,0.0
14535080,2026-04-01,30,0,0.0,0.0,9.7,,,,28,,1253.0,0.0
14535080,2026-07-01,31,0,0.0,0.0,10.4,,,,28,,1344.0,0.0
14535080,2026-06-01,30,0,0.0,0.0,9.8,,,,28,,1266.0,0.0
41759384,2026-05-01,31,0,0.0,0.0,53.2,,,,,,6874.0,0.0
14535080,2026-03-01,31,0,0.0,0.0,9.6,,,,28,,1240.0,0.0
14535080,2026-05-01,31,0,0.0,0.0,9.8,,,,28,,1266.0,0.0
14535080,2025-11-01,29,1,0.033,10.0,9.7,10.0,,,28,1292.0,1253.0,1292.0
14535080,2025-10-01,0,31,1.0,306.0,9.9,9.9,,,28,1279.0,1279.0,39536.0
41759384,2025-12-01,31,0,0.0,0.0,52.4,,,,2,,6770.0,0.0
14535080,2026-02-01,28,0,0.0,0.0,9.6,,,,28,,1240.0,0.0
14535080,2025-09-01,0,30,1.0,313.0,10.4,10.4,62,62,28,1344.0,1344.0,40441.0
41759384,2025-10-01,31,0,0.0,0.0,52.5,,,,2,,6783.0,0.0
1023556,2026-05-01,31,0,0.0,0.0,21.5,,,,1,,2778.0,0.0
1023556,2026-08-01,31,0,0.0,0.0,23.8,,,,1,,3075.0,0.0
40501095,2026-04-01,30,0,0.0,0.0,43.0,,,,1,,5556.0,0.0
1023556,2026-03-01,31,0,0.0,0.0,22.6,,,,1,,2920.0,0.0
40501095,2026-05-01,31,0,0.0,0.0,43.8,,,,1,,5659.0,0.0
1023556,2026-06-01,30,0,0.0,0.0,22.3,,,,1,,2881.0,0.0
40501095,2026-02-01,28,0,0.0,0.0,42.2,,,,1,,5452.0,0.0
40501095,2026-08-01,31,0,0.0,0.0,45.6,,,,1,,5892.0,0.0
1023556,2026-07-01,31,0,0.0,0.0,23.5,,,,1,,3036.0,0.0
1023556,2026-04-01,30,0,0.0,0.0,23.1,,,,1,,2985.0,0.0
1023556,2026-01-01,31,0,0.0,0.0,23.2,,,,1,,2998.0,0.0
1023556,2026-02-01,28,0,0.0,0.0,22.3,,,,1,,2881.0,0.0
40501095,2025-09-01,15,15,0.5,662.0,44.1,44.1,25,15,1,5698.0,5698.0,85533.0
40501095,2025-12-01,31,0,0.0,0.0,42.5,,,,1,,5491.0,0.0
40501095,2025-11-01,30,0,0.0,0.0,41.8,,,,1,,5401.0,0.0
1023556,2025-12-01,31,0,0.0,0.0,23.5,,,,1,,3036.0,0.0
1023556,2025-11-01,30,0,0.0,0.0,23.5,,,,1,,3036.0,0.0
40501095,2026-07-01,31,0,0.0,0.0,45.6,,,,1,,5892.0,0.0
1023556,2025-10-01,31,0,0.0,0.0,22.3,,,,1,,2881.0,0.0
40501095,2026-01-01,31,0,0.0,0.0,42.5,,,,1,,5491.0,0.0
1023556,2025-09-01,30,0,0.0,0.0,22.5,,,,1,,2907.0,0.0
40501095,2026-03-01,31,0,0.0,0.0,42.5,,,,1,,5491.0,0.0
40501095,2026-06-01,30,0,0.0,0.0,44.6,,,,1,,5762.0,0.0
40501095,2025-10-01,31,0,0.0,0.0,44.1,,,,1,,5698.0,0.0
33034007,2026-06-01,30,0,0.0,0.0,47.7,,,,1,,6163.0,0.0
33034007,2026-05-01,31,0,0.0,0.0,48.4,,,,1,,6253.0,0.0
33034007,2026-03-01,31,0,0.0,0.0,46.5,,,,1,,6008.0,0.0
33034007,2025-10-01,31,0,0.0,0.0,48.8,,,,1,,6305.0,0.0
33034007,2025-09-01,30,0,0.0,0.0,48.9,,,,1,,6318.0,0.0
33034007,2026-02-01,28,0,0.0,0.0,46.5,,,,1,,6008.0,0.0
33034007,2026-07-01,31,0,0.0,0.0,48.3,,,,1,,6241.0,0.0
33034007,2026-08-01,31,0,0.0,0.0,48.4,,,,,,6253.0,0.0
33034007,2026-01-01,31,0,0.0,0.0,48.3,,,,1,,6241.0,0.0
33034007,2026-04-01,30,0,0.0,0.0,47.9,,,,1,,6189.0,0.0
33034007,2025-12-01,31,0,0.0,0.0,48.0,,,,1,,6202.0,0.0
33034007,2025-11-01,30,0,0.0,0.0,48.4,,,,1,,6253.0,0.0
34251626,2025-12-01,31,0,0.0,0.0,97.7,,,,3,,12623.0,0.0
40535840,2026-02-01,28,0,0.0,0.0,14.8,,,,1,,1912.0,0.0
24659286,2026-08-01,31,0,0.0,0.0,48.6,,,,1,,6279.0,0.0
24659286,2026-03-01,31,0,0.0,0.0,46.9,,,,1,,6060.0,0.0
41372291,2026-05-01,31,0,0.0,0.0,53.8,,,,2,,6951.0,0.0
14938797,2026-08-01,31,0,0.0,0.0,41.7,,,,,,5388.0,0.0
40535840,2026-04-01,30,0,0.0,0.0,14.9,,,,1,,1925.0,0.0
24659286,2026-01-01,31,0,0.0,0.0,47.3,,,,1,,6111.0,0.0
34251626,2026-06-01,30,0,0.0,0.0,97.5,,,,3,,12597.0,0.0
41372291,2026-08-01,31,0,0.0,0.0,56.6,,,,2,,7313.0,0.0
41372291,2025-11-01,0,30,1.0,1751.0,58.4,58.4,,,2,7545.0,7545.0,226235.0
24659286,2026-06-01,30,0,0.0,0.0,48.3,,,,1,,6241.0,0.0
41372291,2026-01-01,0,31,1.0,1758.0,56.7,56.7,,,2,7326.0,7326.0,227140.0
40535840,2026-05-01,31,0,0.0,0.0,14.5,,,,1,,1873.0,0.0
41372291,2026-02-01,0,28,1.0,1678.0,59.9,59.9,,,2,7739.0,7739.0,216804.0
24659286,2025-09-01,30,0,0.0,0.0,47.6,,,,1,,6150.0,0.0
40535840,2026-08-01,31,0,0.0,0.0,14.5,,,,1,,1873.0,0.0
41372291,2026-06-01,30,0,0.0,0.0,48.4,,,,2,,6253.0,0.0
40535840,2026-07-01,31,0,0.0,0.0,14.4,,,,1,,1861.0,0.0
24659286,2026-02-01,28,0,0.0,0.0,46.9,,,,1,,6060.0,0.0
14938797,2026-06-01,30,0,0.0,0.0,41.8,,,,,,5401.0,0.0
34251626,2025-10-01,31,0,0.0,0.0,98.4,,,,3,,12714.0,0.0
24659286,2026-07-01,31,0,0.0,0.0,49.0,,,,1,,6331.0,0.0
34251626,2026-08-01,31,0,0.0,0.0,99.1,,,,3,,12804.0,0.0
34251626,2026-05-01,31,0,0.0,0.0,97.6,,,,3,,12610.0,0.0
34251626,2025-09-01,30,0,0.0,0.0,97.9,,,,3,,12649.0,0.0
14938797,2026-07-01,31,0,0.0,0.0,41.8,,,,,,5401.0,0.0
40535840,2025-10-01,13,18,0.581,267.0,14.1,14.8,64,22,1,1912.0,1822.0,34497.0
14938797,2025-10-01,31,0,0.0,0.0,40.5,,,,1,,5233.0,0.0
34251626,2026-01-01,31,0,0.0,0.0,96.9,,,,3,,12520.0,0.0
14938797,2025-09-01,30,0,0.0,0.0,40.8,,,,1,,5272.0,0.0
14938797,2025-12-01,31,0,0.0,0.0,39.9,,,,1,,5155.0,0.0
34251626,2025-11-01,30,0,0.0,0.0,99.1,,,,3,,12804.0,0.0
24659286,2025-12-01,31,0,0.0,0.0,49.0,,,,1,,6331.0,0.0
24659286,2025-11-01,30,0,0.0,0.0,52.0,,,,1,,6719.0,0.0
14938797,2026-05-01,31,0,0.0,0.0,41.6,,,,,,5375.0,0.0
40535840,2026-03-01,31,0,0.0,0.0,14.9,,,,1,,1925.0,0.0
40535840,2025-12-01,31,0,0.0,0.0,13.3,,,,1,,1718.0,0.0
40535840,2026-06-01,30,0,0.0,0.0,14.3,,,,1,,1848.0,0.0
34251626,2026-07-01,31,0,0.0,0.0,98.6,,,,3,,12739.0,0.0
14938797,2026-02-01,28,0,0.0,0.0,40.6,,,,1,,5246.0,0.0
40535840,2025-09-01,30,0,0.0,0.0,15.5,,,,1,,2003.0,0.0
40535840,2026-01-01,31,0,0.0,0.0,14.6,,,,1,,1886.0,0.0
34251626,2026-02-01,28,0,0.0,0.0,96.8,,,,3,,12507.0,0.0
14938797,2026-04-01,30,0,0.0,0.0,40.5,,,,1,,5233.0,0.0
24659286,2025-10-01,22,9,0.29,472.0,48.3,52.4,74,9,1,6770.0,6241.0,60984.0
41372291,2025-10-01,0,31,1.0,1691.0,54.5,54.5,,,2,7042.0,7042.0,218483.0
24659286,2026-05-01,31,0,0.0,0.0,48.9,,,,1,,6318.0,0.0
34251626,2026-04-01,30,0,0.0,0.0,96.7,,,,3,,12494.0,0.0
41372291,2025-12-01,0,31,1.0,1798.0,58.0,58.0,,,2,7494.0,7494.0,232308.0
41372291,2026-07-01,31,0,0.0,0.0,51.5,,,,2,,6654.0,0.0
34251626,2026-03-01,31,0,0.0,0.0,95.8,,,,3,,12378.0,0.0
40535840,2025-11-01,26,4,0.133,51.0,13.4,12.8,,,1,1654.0,1731.0,6589.0
14938797,2025-11-01,30,0,0.0,0.0,41.6,,,,1,,5375.0,0.0
41372291,2026-04-01,30,0,0.0,0.0,55.2,,,,2,,7132.0,0.0
41372291,2026-03-01,31,0,0.0,0.0,51.4,,,,2,,6641.0,0.0
14938797,2026-01-01,31,0,0.0,0.0,41.5,,,,1,,5362.0,0.0
14938797,2026-03-01,31,0,0.0,0.0,40.3,,,,1,,5207.0,0.0
41372291,2025-09-01,0,30,1.0,1544.0,51.5,51.5,14,90,2,6654.0,6654.0,199490.0
24659286,2026-04-01,30,0,0.0,0.0,47.6,,,,1,,6150.0,0.0
33162454,2025-12-01,31,0,0.0,0.0,53.5,,,,1,,6912.0,0.0
3614505,2026-02-01,28,0,0.0,0.0,39.6,,,,2,,5116.0,0.0
3614505,2026-07-01,31,0,0.0,0.0,44.9,,,,2,,5801.0,0.0
33162454,2026-05-01,31,0,0.0,0.0,54.7,,,,1,,7067.0,0.0
16668617,2026-07-01,31,0,0.0,0.0,35.2,,,,1,,4548.0,0.0
16668617,2026-05-01,31,0,0.0,0.0,35.1,,,,1,,4535.0,0.0
33162454,2026-07-01,31,0,0.0,0.0,63.2,,,,1,,8166.0,0.0
33162454,2026-06-01,30,0,0.0,0.0,54.7,,,,1,,7067.0,0.0
3614505,2026-06-01,30,0,0.0,0.0,41.7,,,,2,,5388.0,0.0
16668617,2026-03-01,31,0,0.0,0.0,35.2,,,,1,,4548.0,0.0
16668617,2026-02-01,28,0,0.0,0.0,34.5,,,,1,,4458.0,0.0
16668617,2026-04-01,30,0,0.0,0.0,34.9,,,,1,,4509.0,0.0
1237886,2026-07-01,31,0,0.0,0.0,124.2,,,,,,16047.0,0.0
1237886,2026-03-01,31,0,0.0,0.0,124.5,,,,1,,16086.0,0.0
1237886,2026-06-01,30,0,0.0,0.0,124.6,,,,,,16099.0,0.0
3614505,2025-12-01,31,0,0.0,0.0,43.8,,,,2,,5659.0,0.0
33162454,2026-04-01,30,0,0.0,0.0,54.4,,,,1,,7029.0,0.0
3614505,2026-03-01,31,0,0.0,0.0,42.4,,,,2,,5478.0,0.0
3614505,2026-04-01,30,0,0.0,0.0,45.6,,,,2,,5892.0,0.0
16668617,2026-06-01,30,0,0.0,0.0,35.1,,,,1,,4535.0,0.0
16668617,2025-09-01,30,0,0.0,0.0,35.3,,,,1,,4561.0,0.0
1237886,2025-09-01,30,0,0.0,0.0,125.3,,,,1,,16189.0,0.0
1237886,2026-02-01,28,0,0.0,0.0,123.5,,,,1,,15957.0,0.0
1237886,2026-05-01,31,0,0.0,0.0,121.8,,,,1,,15737.0,0.0
3614505,2026-05-01,31,0,0.0,0.0,41.7,,,,2,,5388.0,0.0
3614505,2026-08-01,31,0,0.0,0.0,44.4,,,,2,,5737.0,0.0
3614505,2025-11-01,30,0,0.0,0.0,42.7,,,,2,,5517.0,0.0
1237886,2025-11-01,30,0,0.0,0.0,127.3,,,,1,,16448.0,0.0
33162454,2026-02-01,28,0,0.0,0.0,46.0,,,,1,,5943.0,0.0
16668617,2026-01-01,31,0,0.0,0.0,34.8,,,,1,,4496.0,0.0
33162454,2025-11-01,30,0,0.0,0.0,57.6,,,,1,,7442.0,0.0
33162454,2026-01-01,31,0,0.0,0.0,51.2,,,,1,,6615.0,0.0
16668617,2026-08-01,31,0,0.0,0.0,34.5,,,,1,,4458.0,0.0
16668617,2025-11-01,30,0,0.0,0.0,35.2,,,,1,,4548.0,0.0
33162454,2025-10-01,31,0,0.0,0.0,53.3,,,,1,,6887.0,0.0
16668617,2025-10-01,31,0,0.0,0.0,35.3,,,,1,,4561.0,0.0
3614505,2026-01-01,31,0,0.0,0.0,42.8,,,,2,,5530.0,0.0
33162454,2025-09-01,11,19,0.633,1026.0,52.0,54.0,3,19,1,6977.0,6719.0,132563.0
16668617,2025-12-01,31,0,0.0,0.0,34.5,,,,1,,4458.0,0.0
1237886,2025-12-01,31,0,0.0,0.0,129.1,,,,1,,16680.0,0.0
1237886,2026-08-01,31,0,0.0,0.0,124.4,,,,,,16073.0,0.0
1237886,2025-10-01,31,0,0.0,0.0,129.3,,,,1,,16706.0,0.0
1237886,2026-04-01,30,0,0.0,0.0,122.0,,,,1,,15763.0,0.0
33162454,2026-03-01,31,0,0.0,0.0,52.8,,,,1,,6822.0,0.0
33162454,2026-08-01,31,0,0.0,0.0,48.3,,,,1,,6241.0,0.0
3614505,2025-09-01,30,0,0.0,0.0,40.0,,,,2,,5168.0,0.0
3614505,2025-10-01,31,0,0.0,0.0,44.9,,,,2,,5801.0,0.0
1237886,2026-01-01,31,0,0.0,0.0,125.2,,,,1,,16176.0,0.0
19883665,2026-06-01,30,0,0.0,0.0,117.6,,,,2,,15194.0,0.0
19883665,2025-09-01,30,0,0.0,0.0,98.2,,,,2,,12688.0,0.0
19883665,2026-01-01,31,0,0.0,0.0,110.9,,,,2,,14329.0,0.0
19883665,2026-08-01,31,0,0.0,0.0,112.4,,,,2,,14522.0,0.0
19883665,2026-05-01,31,0,0.0,0.0,115.6,,,,2,,14936.0,0.0
19883665,2026-04-01,30,0,0.0,0.0,117.0,,,,2,,15117.0,0.0
19883665,2026-07-01,31,0,0.0,0.0,120.3,,,,2,,15543.0,0.0
19883665,2025-11-01,30,0,0.0,0.0,79.4,,,,2,,10259.0,0.0
19883665,2026-02-01,28,0,0.0,0.0,109.4,,,,2,,14135.0,0.0
19883665,2025-10-01,31,0,0.0,0.0,100.9,,,,2,,13037.0,0.0
19883665,2026-03-01,31,0,0.0,0.0,102.4,,,,2,,13230.0,0.0
19883665,2025-12-01,31,0,0.0,0.0,104.7,,,,2,,13528.0,0.0
40697310,2026-08-01,31,0,0.0,0.0,109.5,,,,1,,14148.0,0.0
40697310,2026-07-01,31,0,0.0,0.0,109.3,,,,1,,14122.0,0.0
40697310,2026-02-01,28,0,0.0,0.0,102.8,,,,1,,13282.0,0.0
40697310,2026-04-01,30,0,0.0,0.0,104.3,,,,1,,13476.0,0.0
40697310,2026-06-01,30,0,0.0,0.0,105.4,,,,1,,13618.0,0.0
40697310,2025-10-01,31,0,0.0,0.0,103.3,,,,1,,13347.0,0.0
40697310,2026-05-01,31,0,0.0,0.0,104.6,,,,1,,13515.0,0.0
40697310,2026-03-01,31,0,0.0,0.0,103.5,,,,1,,13373.0,0.0
40697310,2025-12-01,31,0,0.0,0.0,104.2,,,,1,,13463.0,0.0
40697310,2026-01-01,31,0,0.0,0.0,102.0,,,,1,,13179.0,0.0
40697310,2025-11-01,30,0,0.0,0.0,104.1,,,,1,,13450.0,0.0
40697310,2025-09-01,30,0,0.0,0.0,103.0,,,,1,,13308.0,0.0
41520513,2026-01-01,31,0,0.0,0.0,65.9,,,,1,,8515.0,0.0
17350714,2026-05-01,31,0,0.0,0.0,36.0,,,,3,,4651.0,0.0
17350714,2026-07-01,31,0,0.0,0.0,35.2,,,,3,,4548.0,0.0
22872353,2026-07-01,31,0,0.0,0.0,29.1,,,,2,,3760.0,0.0
41520513,2026-02-01,28,0,0.0,0.0,65.2,,,,1,,8424.0,0.0
17350714,2025-12-01,31,0,0.0,0.0,31.9,,,,3,,4122.0,0.0
22872353,2025-12-01,12,19,0.613,734.0,38.1,38.6,182,19,2,4987.0,4923.0,94835.0
41520513,2025-12-01,31,0,0.0,0.0,64.4,,,,1,,8321.0,0.0
17350714,2026-03-01,31,0,0.0,0.0,35.3,,,,3,,4561.0,0.0
41520513,2025-09-01,30,0,0.0,0.0,63.0,,,,1,,8140.0,0.0
41520513,2026-03-01,31,0,0.0,0.0,65.3,,,,1,,8437.0,0.0
22872353,2025-11-01,30,0,0.0,0.0,36.2,,,,2,,4677.0,0.0
17350714,2026-04-01,30,0,0.0,0.0,36.3,,,,3,,4690.0,0.0
17350714,2025-11-01,30,0,0.0,0.0,33.6,,,,3,,4341.0,0.0
17350714,2026-02-01,28,0,0.0,0.0,35.4,,,,3,,4574.0,0.0
41520513,2025-11-01,30,0,0.0,0.0,62.6,,,,1,,8088.0,0.0
17350714,2026-08-01,31,0,0.0,0.0,35.7,,,,3,,4613.0,0.0
22872353,2026-02-01,28,0,0.0,0.0,36.0,,,,2,,4651.0,0.0
41520513,2026-07-01,31,0,0.0,0.0,64.5,,,,1,,8334.0,0.0
17350714,2025-10-01,31,0,0.0,0.0,30.7,,,,3,,3967.0,0.0
17350714,2026-01-01,31,0,0.0,0.0,33.1,,,,3,,4277.0,0.0
17350714,2025-09-01,30,0,0.0,0.0,24.1,,,,3,,3114.0,0.0
22872353,2025-10-01,31,0,0.0,0.0,34.8,,,,2,,4496.0,0.0
41520513,2026-08-01,31,0,0.0,0.0,64.1,,,,1,,8282.0,0.0
22872353,2026-04-01,30,0,0.0,0.0,28.5,,,,2,,3682.0,0.0
41520513,2025-10-01,31,0,0.0,0.0,62.4,,,,1,,8062.0,0.0
22872353,2026-01-01,11,20,0.645,721.0,35.9,36.0,273,20,2,4651.0,4638.0,93156.0
22872353,2026-08-01,31,0,0.0,0.0,27.5,,,,2,,3553.0,0.0
22872353,2026-05-01,31,0,0.0,0.0,29.2,,,,2,,3773.0,0.0
22872353,2025-09-01,30,0,0.0,0.0,37.1,,,,2,,4793.0,0.0
22872353,2026-03-01,31,0,0.0,0.0,36.1,,,,2,,4664.0,0.0
41520513,2026-04-01,30,0,0.0,0.0,64.7,,,,1,,8359.0,0.0
41520513,2026-06-01,30,0,0.0,0.0,64.6,,,,1,,8347.0,0.0
22872353,2026-06-01,30,0,0.0,0.0,28.6,,,,2,,3695.0,0.0
41520513,2026-05-01,31,0,0.0,0.0,64.8,,,,1,,8372.0,0.0
17350714,2026-06-01,30,0,0.0,0.0,35.5,,,,3,,4587.0,0.0
13176448,2026-01-01,31,0,0.0,0.0,82.6,,,,2,,10672.0,0.0
13176448,2026-02-01,28,0,0.0,0.0,82.5,,,,2,,10659.0,0.0
33036710,2026-05-01,31,0,0.0,0.0,42.7,,,,1,,5517.0,0.0
13176448,2025-09-01,21,9,0.3,770.0,83.7,85.6,,,2,11060.0,10814.0,99487.0
13176448,2025-11-01,30,0,0.0,0.0,82.6,,,,2,,10672.0,0.0
33036710,2026-06-01,30,0,0.0,0.0,42.4,,,,1,,5478.0,0.0
13176448,2025-10-01,31,0,0.0,0.0,79.4,,,,2,,10259.0,0.0
33036710,2026-03-01,31,0,0.0,0.0,41.5,,,,1,,5362.0,0.0
33036710,2025-11-01,30,0,0.0,0.0,41.3,,,,1,,5336.0,0.0
33036710,2026-04-01,30,0,0.0,0.0,42.4,,,,1,,5478.0,0.0
13176448,2025-12-01,31,0,0.0,0.0,82.0,,,,2,,10595.0,0.0
33036710,2025-10-01,31,0,0.0,0.0,44.9,,,,1,,5801.0,0.0
33036710,2025-12-01,31,0,0.0,0.0,38.8,,,,1,,5013.0,0.0
13176448,2026-04-01,30,0,0.0,0.0,82.8,,,,2,,10698.0,0.0
13176448,2026-03-01,31,0,0.0,0.0,80.3,,,,2,,10375.0,0.0
13176448,2026-08-01,31,0,0.0,0.0,83.2,,,,2,,10750.0,0.0
13176448,2026-06-01,30,0,0.0,0.0,84.0,,,,2,,10853.0,0.0
33036710,2026-02-01,28,0,0.0,0.0,38.2,,,,1,,4936.0,0.0
33036710,2025-09-01,26,4,0.133,192.0,48.0,48.0,51,4,1,6202.0,6202.0,24807.0
33036710,2026-07-01,31,0,0.0,0.0,42.7,,,,1,,5517.0,0.0
13176448,2026-07-01,31,0,0.0,0.0,82.4,,,,2,,10646.0,0.0
33036710,2026-01-01,31,0,0.0,0.0,37.9,,,,1,,4897.0,0.0
13176448,2026-05-01,31,0,0.0,0.0,83.7,,,,2,,10814.0,0.0
33036710,2026-08-01,31,0,0.0,0.0,39.6,,,,1,,5116.0,0.0
19022297,2026-04-01,30,0,0.0,0.0,61.7,,,,2,,7972.0,0.0
7930168,2026-06-01,30,0,0.0,0.0,45.6,,,,2,,5892.0,0.0
19022297,2026-05-01,31,0,0.0,0.0,64.0,,,,2,,8269.0,0.0
19022297,2025-12-01,31,0,0.0,0.0,72.3,,,,2,,9341.0,0.0
19022297,2026-03-01,31,0,0.0,0.0,62.8,,,,2,,8114.0,0.0
7930168,2026-07-01,31,0,0.0,0.0,45.7,,,,2,,5905.0,0.0
7930168,2026-08-01,31,0,0.0,0.0,50.3,,,,2,,6499.0,0.0
7930168,2026-02-01,28,0,0.0,0.0,47.6,,,,2,,6150.0,0.0
7930168,2025-12-01,31,0,0.0,0.0,45.7,,,,2,,5905.0,0.0
19022297,2026-02-01,28,0,0.0,0.0,62.1,,,,2,,8024.0,0.0
19022297,2025-11-01,30,0,0.0,0.0,75.8,,,,2,,9794.0,0.0
7930168,2026-04-01,30,0,0.0,0.0,48.0,,,,2,,6202.0,0.0
19022297,2026-08-01,31,0,0.0,0.0,70.0,,,,,,9044.0,0.0
7930168,2025-11-01,30,0,0.0,0.0,50.4,,,,2,,6512.0,0.0
7930168,2026-01-01,31,0,0.0,0.0,45.8,,,,2,,5918.0,0.0
19022297,2025-10-01,31,0,0.0,0.0,74.5,,,,2,,9626.0,0.0
7930168,2025-09-01,28,2,0.067,98.0,48.7,49.0,9,2,2,6331.0,6292.0,12662.0
19022297,2026-06-01,30,0,0.0,0.0,67.0,,,,2,,8657.0,0.0
19022297,2026-01-01,31,0,0.0,0.0,63.9,,,,2,,8256.0,0.0
7930168,2025-10-01,31,0,0.0,0.0,49.5,,,,2,,6396.0,0.0
7930168,2026-03-01,31,0,0.0,0.0,48.5,,,,2,,6266.0,0.0
19022297,2025-09-01,30,0,0.0,0.0,73.8,,,,2,,9535.0,0.0
19022297,2026-07-01,31,0,0.0,0.0,69.8,,,,,,9018.0,0.0
7930168,2026-05-01,31,0,0.0,0.0,46.4,,,,2,,5995.0,0.0
26600975,2026-05-01,31,0,0.0,0.0,45.5,,,,2,,5879.0,0.0
32379617,2026-03-01,31,0,0.0,0.0,102.4,,,,1,,13230.0,0.0
26600975,2026-01-01,31,0,0.0,0.0,46.5,,,,2,,6008.0,0.0
26600975,2025-12-01,31,0,0.0,0.0,46.9,,,,2,,6060.0,0.0
32379617,2026-07-01,31,0,0.0,0.0,112.7,,,,,,14561.0,0.0
26600975,2026-04-01,30,0,0.0,0.0,46.3,,,,2,,5982.0,0.0
32379617,2026-02-01,25,3,0.107,319.0,112.3,106.3,250,3,1,13734.0,14510.0,41216.0
26600975,2025-11-01,30,0,0.0,0.0,45.5,,,,2,,5879.0,0.0
26600975,2026-02-01,28,0,0.0,0.0,46.2,,,,2,,5969.0,0.0
32379617,2026-06-01,30,0,0.0,0.0,106.2,,,,1,,13721.0,0.0
26600975,2026-03-01,31,0,0.0,0.0,45.8,,,,2,,5918.0,0.0
32379617,2026-04-01,30,0,0.0,0.0,94.3,,,,1,,12184.0,0.0
26600975,2026-08-01,31,0,0.0,0.0,53.0,,,,2,,6848.0,0.0
32379617,2025-09-01,18,12,0.4,1425.0,118.9,118.8,198,1,1,15349.0,15362.0,184115.0
32379617,2025-10-01,27,4,0.129,478.0,122.3,119.5,207,2,1,15440.0,15802.0,61759.0
32379617,2026-05-01,31,0,0.0,0.0,95.8,,,,1,,12378.0,0.0
32379617,2026-08-01,31,0,0.0,0.0,113.5,,,,,,14665.0,0.0
26600975,2026-07-01,31,0,0.0,0.0,49.7,,,,2,,6421.0,0.0
32379617,2026-01-01,31,0,0.0,0.0,123.1,,,,1,,15905.0,0.0
26600975,2025-09-01,17,13,0.433,624.0,47.3,48.0,,,2,6202.0,6111.0,80623.0
32379617,2025-12-01,21,10,0.323,1199.0,118.5,119.9,186,5,1,15492.0,15311.0,154915.0
26600975,2026-06-01,30,0,0.0,0.0,45.4,,,,2,,5866.0,0.0
26600975,2025-10-01,31,0,0.0,0.0,45.4,,,,2,,5866.0,0.0
32379617,2025-11-01,30,0,0.0,0.0,124.3,,,,1,,16060.0,0.0
13226148,2025-09-01,30,0,0.0,0.0,31.0,,,,1,,4005.0,0.0
13226148,2026-02-01,28,0,0.0,0.0,33.0,,,,1,,4264.0,0.0
13226148,2026-01-01,31,0,0.0,0.0,32.2,,,,1,,4160.0,0.0
13226148,2026-05-01,31,0,0.0,0.0,34.3,,,,1,,4432.0,0.0
13226148,2025-10-01,31,0,0.0,0.0,33.2,,,,1,,4290.0,0.0
13226148,2026-03-01,31,0,0.0,0.0,32.9,,,,1,,4251.0,0.0
13226148,2026-08-01,31,0,0.0,0.0,36.9,,,,1,,4768.0,0.0
13226148,2026-06-01,30,0,0.0,0.0,34.7,,,,1,,4483.0,0.0
13226148,2025-12-01,31,0,0.0,0.0,36.5,,,,1,,4716.0,0.0
13226148,2026-04-01,30,0,0.0,0.0,33.6,,,,1,,4341.0,0.0
13226148,2026-07-01,31,0,0.0,0.0,36.5,,,,1,,4716.0,0.0
13226148,2025-11-01,30,0,0.0,0.0,36.1,,,,1,,4664.0,0.0
20066038,2025-12-01,31,0,0.0,0.0,15.6,,,,1,,2016.0,0.0
25086694,2026-08-01,31,0,0.0,0.0,47.9,,,,2,,6189.0,0.0
34696342,2025-10-01,31,0,0.0,0.0,65.6,,,,1,,8476.0,0.0
34696342,2025-09-01,30,0,0.0,0.0,65.1,,,,1,,8411.0,0.0
28111152,2026-03-01,31,0,0.0,0.0,59.1,,,,2,,7636.0,0.0
28111152,2025-12-01,21,10,0.323,591.0,59.3,59.1,171,5,2,7636.0,7662.0,76359.0
34696342,2026-06-01,30,0,0.0,0.0,62.8,,,,1,,8114.0,0.0
25086694,2026-06-01,30,0,0.0,0.0,49.1,,,,2,,6344.0,0.0
20066038,2025-11-01,30,0,0.0,0.0,15.8,,,,1,,2041.0,0.0
34696342,2026-01-01,31,0,0.0,0.0,67.4,,,,1,,8708.0,0.0
25086694,2026-01-01,0,31,1.0,1299.0,41.9,41.9,,,2,5414.0,5414.0,167835.0
28111152,2025-11-01,30,0,0.0,0.0,58.5,,,,2,,7558.0,0.0
20066038,2025-09-01,30,0,0.0,0.0,16.4,,,,1,,2119.0,0.0
