listing_id,date,num_reviews,reviewers
31922701,2024-12-01,5,"13409081,268061313,77389119,62431532,35932135"
41372291,2025-02-01,3,"54620807,504252549,78183263"
23577364,2025-02-01,1,669671022
31922701,2025-05-01,6,"658056881,83601907,51342979,694439066,108486215,78375203"
31922701,2024-10-01,2,"77316399,76496996"
14938797,2024-12-01,4,"22393459,170337920,376761042,268986638"
41372291,2025-05-01,3,"46196385,131142317,102123476"
34251626,2025-01-01,1,15196251
14938797,2024-11-01,12,"650939481,585070821,273368827,386610135,371432416,371432416,656116788,371432416,34927037,6413714,447474616,528099227"
24659286,2025-05-01,1,345286720
40535840,2024-09-01,1,278914938
40535840,2025-05-01,4,"55566847,536201820,369748178,453283504"
40200705,2024-12-01,1,509370506
40535840,2025-01-01,5,"361379772,323516860,667773024,463871232,58707306"
31922701,2025-06-01,2,"53756074,214130839"
23577364,2025-03-01,2,"493141880,327310378"
31922701,2025-03-01,4,"537876,573549684,29831649,42105242"
41372291,2025-06-01,2,"175724887,46196385"
23577364,2025-07-01,1,51484942
23577364,2025-05-01,2,"143677376,450239644"
31922701,2025-01-01,2,"39033317,38297182"
37613831,2024-12-01,1,461186034
37613831,2024-09-01,1,521767520
35335812,2024-09-01,1,432353145
40535840,2024-10-01,1,191919605
37613831,2025-06-01,1,133958494
31922701,2025-02-01,1,202954359
41372291,2025-01-01,1,177906170
24659286,2024-12-01,1,667403878
23577364,2024-10-01,1,409608578
14938797,2024-09-01,4,"447474616,447474616,85211395,140990439"
31922701,2024-11-01,3,"77848127,67693499,573549684"
40535840,2024-12-01,1,498991209
35335812,2025-02-01,1,96953743
41372291,2025-04-01,2,"23181478,534989864"
17350714,2025-01-01,1,483640060
41520513,2024-10-01,1,153562685
22872353,2025-07-01,1,250829067
33026502,2025-07-01,2,"491059193,137364880"
41520513,2025-04-01,2,"74943786,661174269"
41520513,2024-11-01,1,656105574
10912864,2025-04-01,2,"73071287,26409325"
22872353,2025-04-01,2,"161813102,403317497"
22872353,2024-12-01,1,187208344
33026502,2025-06-01,2,"491825627,491825627"
22872353,2024-11-01,2,"17387470,588918180"
41520513,2025-01-01,4,"191826604,4200440,120255912,120255912"
41520513,2025-02-01,2,"283769727,443211987"
22872353,2024-09-01,1,489591271
10912864,2024-10-01,1,539001502
10912864,2025-01-01,1,2318626
41520513,2024-09-01,1,67296987
33026502,2024-10-01,3,"475384652,172628009,491797759"
37855786,2024-11-01,1,433603224
32041309,2025-02-01,2,"270398838,527935277"
15779578,2025-05-01,1,22770783
37878516,2025-02-01,2,"471874953,53846626"
32041309,2025-05-01,2,"59580952,579527869"
34646333,2024-10-01,1,433321885
34646333,2025-03-01,1,113550126
32777516,2024-12-01,1,96804254
34646333,2025-07-01,1,312796470
34826445,2025-01-01,1,586532808
32041309,2025-08-01,2,"155819044,652781752"
25347851,2024-10-01,1,297383877
39015348,2024-12-01,1,664802857
37878516,2024-10-01,1,652956886
34573425,2025-06-01,1,18874234
34646333,2024-09-01,3,"175793585,509848361,651297341"
41825730,2024-09-01,1,157380625
30760981,2024-09-01,1,418420922
39015348,2024-11-01,2,"576801057,487403322"
4591050,2025-07-01,1,34880881
34573425,2025-03-01,2,"45426476,49413491"
37878516,2025-07-01,2,"252707747,187352512"
34573425,2025-01-01,1,265591240
32041309,2025-03-01,1,527935277
13226148,2024-12-01,1,547126573
32041309,2024-11-01,4,"442380808,440777390,438864645,394857019"
40074444,2024-12-01,2,"220603131,220603131"
32041309,2025-06-01,1,165425602
30005470,2024-12-01,1,290987364
40573041,2025-05-01,1,519643834
40573041,2025-06-01,2,"98056499,42615830"
34826445,2024-09-01,1,553874066
34573425,2025-05-01,1,39695519
34573425,2024-10-01,1,8071785
32054402,2024-11-01,1,347659337
41825730,2024-11-01,1,654127352
37878516,2024-11-01,2,"659707869,247604489"
25347851,2025-04-01,1,254944363
15779578,2025-02-01,1,224023875
39015348,2025-01-01,1,9951018
40573041,2025-01-01,1,282682994
34646333,2025-05-01,2,"666378617,691867324"
32041309,2024-09-01,1,243393210
32041309,2024-12-01,1,472691769
30005470,2025-02-01,1,666098315
32054402,2025-01-01,1,432448437
25347851,2025-02-01,1,408801779
34573425,2024-12-01,1,209572669
34573425,2025-04-01,1,23492370
34573425,2024-09-01,1,51342979
30005470,2025-04-01,1,10419581
40074444,2024-10-01,1,209464578
37855786,2025-06-01,1,146241767
34646333,2024-12-01,1,185432857
22369002,2025-02-01,1,45786768
22369002,2024-10-01,1,257215790
22369002,2024-12-01,1,35878758
8426540,2025-04-01,1,147387593
33036950,2024-10-01,2,"181830978,375721568"
24099993,2025-07-01,1,160659066
33036950,2024-12-01,1,370449548
22369002,2024-11-01,1,264619645
8426540,2024-11-01,1,214632643
24099993,2025-06-01,1,388537766
33036950,2025-07-01,1,526410823
38111850,2024-10-01,5,"158404351,552170204,14437048,124414155,391915404"
38683166,2025-01-01,2,"7648716,108651129"
1808465,2025-01-01,3,"155239340,171379037,402044815"
35055282,2024-10-01,2,"555682490,657510100"
40938632,2025-06-01,2,"93458176,7723080"
38683166,2024-11-01,1,32282501
35967943,2025-05-01,1,34849048
35967943,2025-02-01,1,125044715
39775530,2025-05-01,1,17169057
1808465,2025-03-01,3,"221480355,9912994,402044815"
35566505,2024-09-01,1,12860730
41370885,2024-10-01,1,135211423
35055282,2025-02-01,1,108220307
1808465,2025-07-01,1,131421547
41370885,2024-09-01,1,135211423
35055282,2025-05-01,1,466086973
35967943,2025-06-01,1,10588881
35967943,2024-09-01,2,"233270425,233270425"
39383042,2025-02-01,1,32818298
41370885,2025-03-01,1,42666507
35055282,2025-04-01,1,224374045
38683166,2025-02-01,1,38436347
38111850,2024-12-01,2,"664812661,433265636"
40938632,2025-05-01,3,"355697830,685905563,15587322"
1808465,2024-09-01,1,21371714
39775530,2025-04-01,1,284973807
41370885,2025-06-01,2,"408537419,413944119"
38111850,2025-05-01,1,28214702
38111850,2025-01-01,1,158404351
38111850,2024-11-01,3,"398561394,183373698,227071843"
41370885,2025-01-01,2,"316046643,316046643"
38683166,2025-07-01,2,"61255648,276158134"
35967943,2025-08-01,1,384719483
41370885,2025-04-01,1,685825136
1808465,2025-08-01,1,29030731
38111850,2025-03-01,1,26387604
1808465,2024-11-01,2,"55788137,46033486"
39383042,2024-09-01,1,305467193
41370885,2024-11-01,1,78829717
38683166,2024-12-01,2,"24191249,123153873"
40938632,2024-09-01,1,63499865
38111850,2025-04-01,1,433265636
39383042,2025-08-01,1,6823069
40938632,2025-07-01,2,"364827173,429632223"
38683166,2024-10-01,2,"248462126,79648657"
38111850,2025-02-01,4,"673514209,525010848,577032554,158404351"
35967943,2024-11-01,1,369378642
35566505,2024-11-01,1,3873741
39383042,2025-06-01,1,324496634
39383042,2024-11-01,1,5870520
38111850,2024-09-01,3,"150739527,151366533,462151798"
1808465,2025-04-01,3,"10279568,402044815,62777730"
33036168,2024-10-01,1,650735931
29367839,2025-02-01,1,678057696
29367839,2024-10-01,1,219709232
33036168,2025-04-01,1,220603131
29367839,2024-11-01,1,510186726
33036168,2025-01-01,1,42666507
29900455,2024-09-01,1,32934553
33036168,2025-05-01,1,50641006
32379251,2024-11-01,1,4494749
25314573,2024-12-01,1,430539105
9494739,2025-04-01,1,664035309
9494739,2024-09-01,2,"476215312,38863121"
16581745,2024-10-01,1,108486215
9494739,2025-03-01,2,"527643232,330780056"
41159520,2025-06-01,1,99089731
32379251,2025-04-01,1,109844806
25314573,2024-11-01,1,26445704
16581745,2025-06-01,1,133086451
25314573,2025-01-01,1,299313526
25314573,2025-06-01,1,444275756
32379251,2025-07-01,2,"40626192,451197722"
40199291,2024-12-01,1,165886662
41159520,2024-09-01,1,494433240
9494739,2025-02-01,1,671896660
41159520,2025-03-01,1,125988669
29010398,2025-04-01,1,663092813
25314573,2025-07-01,1,702166697
25314573,2024-09-01,1,288838012
9494739,2025-05-01,1,26061097
9494739,2025-01-01,1,527746863
9494739,2024-11-01,1,160363720
29010398,2025-01-01,1,144116416
9494739,2025-07-01,2,"166579353,518500226"
4106780,2024-11-01,1,5672363
9494739,2024-10-01,1,219194678
4106780,2024-09-01,1,17436615
37766191,2025-03-01,1,180429548
24206185,2025-07-01,1,87444408
25875366,2025-08-01,1,40262594
38322583,2024-09-01,2,"76307623,25363863"
40976598,2024-10-01,1,39775278
40976598,2024-11-01,1,547862791
37766191,2025-04-01,1,13644879
38322583,2025-04-01,3,"53878218,555939610,81407431"
38322583,2025-07-01,4,"339675596,27075784,91919941,80858664"
40976598,2025-01-01,1,303172509
24206185,2025-04-01,1,274259470
10578007,2024-09-01,1,452393920
38322583,2025-03-01,5,"185432857,471472620,684783351,6163820,146367774"
37766191,2025-06-01,2,"273491770,2128472"
37766191,2024-11-01,2,"15276008,65551075"
25875366,2024-12-01,2,"90376447,95755368"
38322583,2024-12-01,2,"519794896,100814403"
24206185,2024-11-01,1,66972385
38322583,2024-10-01,1,544285889
38322583,2025-06-01,5,"565885362,212496321,542680085,339675596,339675596"
38322583,2024-11-01,1,32050556
40976598,2025-05-01,1,147931455
38322583,2025-02-01,1,297567549
32347153,2025-07-01,2,"17304315,508731090"
32347153,2025-04-01,2,"69500986,97215431"
32347153,2024-11-01,1,156574346
24568714,2025-01-01,2,"474472165,297932780"
32347153,2025-08-01,1,17304315
28505992,2025-03-01,1,101283889
32347153,2024-12-01,1,13941672
32347153,2025-02-01,2,"17304315,13556566"
32347153,2025-01-01,1,179281530
14535080,2024-11-01,1,596414752
41479803,2025-02-01,1,342110242
41479803,2024-10-01,1,342110242
21359003,2024-09-01,2,"14462239,61849963"
14535080,2025-01-01,1,166239102
41759384,2024-11-01,1,277818917
14535080,2025-05-01,1,693818877
14535080,2025-04-01,1,504130663
14535080,2024-09-01,3,"39501567,91338148,377503869"
29733594,2024-10-01,1,292152086
41360541,2025-01-01,1,60881544
29733594,2024-11-01,2,"458084760,363820890"
40675899,2024-10-01,1,45692081
39842969,2025-02-01,4,"87060237,310492513,664663981,676141664"
35571707,2024-10-01,1,86512337
41360541,2024-12-01,1,652203107
35571707,2025-08-01,1,151440874
39875956,2025-01-01,1,7889569
21520917,2024-11-01,1,500859512
41360541,2024-10-01,1,106703940
40487133,2024-12-01,1,268577
24003188,2024-09-01,1,68611262
29733594,2024-09-01,1,493188784
36253079,2024-12-01,1,292302523
29733594,2025-02-01,1,382998057
39875956,2025-05-01,1,2650311
35571707,2025-03-01,1,217335387
24003188,2025-03-01,1,76592348
39842969,2025-03-01,1,213121995
29733594,2025-01-01,1,457365852
35571707,2025-04-01,2,"238512733,238512733"
41360541,2025-02-01,1,20230578
36253079,2025-06-01,2,"292302523,292302523"
23919074,2024-10-01,1,372415748
28200158,2024-11-01,2,"89001744,374421357"
28200158,2024-10-01,1,133370578
23919074,2025-02-01,1,21804697
9462637,2025-06-01,1,339097226
23919074,2024-11-01,1,167131519
28200158,2025-07-01,3,"5965077,487402537,548925336"
20987055,2024-12-01,2,"117146938,385582713"
9462637,2025-01-01,1,521858112
28200158,2025-05-01,1,26345487
29978963,2024-09-01,2,"209464578,233472971"
28200158,2024-12-01,1,77389119
41817931,2025-01-01,1,150272022
20987055,2025-04-01,3,"59902473,26409325,112392810"
6860188,2025-01-01,1,260074141
5663914,2024-10-01,2,"1995157,15276008"
28200158,2025-08-01,1,13420520
20987055,2025-03-01,1,478703457
29978963,2025-01-01,1,13996316
9462637,2025-07-01,1,363061243
20987055,2025-05-01,2,"9752767,389184191"
23919074,2025-04-01,1,14383095
6860188,2024-12-01,2,"25411412,443581915"
20987055,2025-02-01,1,457326798
5663914,2024-09-01,3,"587502707,464765152,132151082"
5663914,2024-12-01,1,660207940
38651589,2024-12-01,1,43684719
6860188,2024-10-01,1,498824101
28200158,2024-09-01,2,"71346889,446210453"
6860188,2025-06-01,1,66210554
6860188,2024-09-01,1,443581915
28200158,2025-02-01,2,"386746066,559856116"
20987055,2025-06-01,1,138579311
20987055,2024-09-01,1,1233871
6860188,2025-05-01,2,"688231457,58453531"
38651589,2025-01-01,1,152238482
9462637,2024-09-01,1,551230589
20987055,2025-01-01,1,4570470
36683442,2025-07-01,1,462537214
36683442,2024-09-01,3,"17030978,220556026,6081849"
32888358,2025-08-01,1,423462627
32888358,2025-02-01,1,442368799
36683442,2025-04-01,3,"2082661,274013013,484718111"
40570602,2025-01-01,3,"401753660,266880611,19733189"
32888358,2025-01-01,1,269973814
19194468,2024-12-01,1,32614269
32888358,2025-06-01,3,"76557342,25315284,1470864"
36683442,2024-12-01,2,"386036718,302667411"
40570602,2025-03-01,4,"8228486,276499600,81908967,273859444"
40570602,2024-10-01,4,"504073126,332442546,259578622,71431015"
36683442,2025-05-01,2,"39070284,261198483"
40570602,2025-02-01,3,"80656321,203388931,98542174"
21444189,2025-01-01,1,89001744
4336990,2024-12-01,1,142476770
36683442,2025-01-01,2,"268613884,17321752"
32888358,2024-11-01,2,"148834084,373270744"
36683442,2025-02-01,2,"6219671,546635534"
32888358,2025-05-01,1,126132429
40570602,2025-05-01,1,460263977
12899465,2024-09-01,2,"373942811,401831065"
40570602,2025-07-01,1,391617679
40570602,2024-12-01,5,"56839661,547029128,259578078,2993674,304222420"
32888358,2024-10-01,1,37213682
40570602,2024-11-01,2,"659309154,120130198"
32888358,2025-04-01,3,"10516558,117248391,161168162"
32888358,2025-03-01,1,505995772
40570602,2025-06-01,3,"173313020,54143447,398133126"
32888358,2024-12-01,2,"177341571,73043488"
40570602,2024-09-01,3,"5902761,84233676,322953713"
32888358,2025-07-01,1,1667614
36683442,2024-10-01,2,"382485,2986649"
36683442,2024-11-01,2,"191535677,441695030"
19194468,2024-10-01,1,261186115
32888358,2024-09-01,2,"364530707,504336273"
36683442,2025-06-01,1,375826316
39630135,2025-06-01,1,496130152
31821799,2025-07-01,1,442872217
12184015,2025-04-01,2,"83401676,83401676"
2868580,2025-04-01,1,45308180
12184015,2024-11-01,1,227089848
906958,2024-10-01,1,402025706
906958,2024-11-01,1,221480355
12184015,2025-06-01,1,269089535
2868580,2024-12-01,1,220213018
41678881,2024-11-01,1,106013529
12184015,2025-01-01,1,290740256
2868580,2025-02-01,1,16488498
34107982,2024-10-01,1,158044065
39630135,2024-12-01,1,24768271
31821799,2025-03-01,1,232471179
39630135,2024-11-01,2,"653471160,567875862"
31821799,2025-04-01,2,"232471179,232471179"
2868580,2025-08-01,1,10022069
12184015,2025-07-01,1,179932781
31821799,2025-05-01,1,32636378
2868580,2024-09-01,1,33701429
12184015,2025-03-01,1,282036121
31821799,2025-01-01,1,181545032
906958,2025-03-01,2,"46033486,46033486"
39630135,2025-01-01,1,32907812
34107982,2025-07-01,2,"341366345,704594810"
40993682,2024-11-01,1,289291547
40993682,2024-12-01,1,337781544
10345396,2025-02-01,3,"383394941,32667409,145659779"
5234165,2025-04-01,1,685471217
5234165,2024-09-01,1,402781827
40484073,2024-09-01,1,136465918
40993682,2025-01-01,1,14049641
10345396,2025-06-01,2,"81473558,425311665"
5234165,2025-05-01,1,398405385
10345396,2025-03-01,1,194482451
40484073,2025-01-01,2,"348631356,66878252"
40484073,2025-06-01,1,160173971
10345396,2025-04-01,3,"395733738,32667409,278239170"
40993682,2025-03-01,1,189785421
40993682,2024-10-01,1,189785421
40484073,2025-03-01,1,568954723
10345396,2025-05-01,3,"32667409,483407257,30628927"
40484073,2024-12-01,2,"123168446,81407431"
5234165,2025-02-01,1,674095659
19421984,2025-03-01,2,"120344695,1667614"
12498542,2025-02-01,1,149366775
19421984,2025-02-01,3,"14132301,75182017,188688267"
40550579,2024-10-01,1,392943003
41147149,2025-04-01,2,"254367542,292569943"
29209289,2024-09-01,4,"46610920,476066487,209067679,197259887"
19421984,2025-01-01,1,7035867
29209289,2024-10-01,1,18926766
12498542,2025-05-01,1,451880296
41818959,2024-09-01,1,7311363
19421984,2025-05-01,1,486620005
19421984,2025-08-01,2,"161875796,53437316"
32379617,2025-05-01,1,21752482
41147149,2025-05-01,1,458139738
32379617,2025-01-01,1,571207143
19421984,2025-07-01,1,486620005
33014703,2025-01-01,1,144800150
12498542,2025-06-01,1,673247129
37726876,2024-12-01,1,60072950
19421984,2024-10-01,2,"8836472,108486215"
41147149,2024-10-01,1,563355113
29209289,2024-12-01,1,368055092
40550579,2024-11-01,1,373625100
19421984,2024-09-01,2,"374299081,26020710"
19421984,2024-11-01,1,63514956
20969232,2025-05-01,1,65940010
20617766,2025-05-01,1,151199801
10938932,2025-05-01,4,"538519594,150600048,240033613,150600048"
10938932,2025-01-01,3,"22468141,70789966,274074250"
20617766,2024-10-01,1,53107771
5010006,2025-01-01,1,487946548
3669802,2024-10-01,5,"37536981,26409325,45798513,147630016,147630016"
20969232,2025-04-01,1,493316874
20617766,2024-11-01,1,47929860
3669802,2025-04-01,2,"314729896,667226193"
15262263,2025-03-01,2,"671023709,673896545"
15262263,2024-12-01,5,"256697419,666209574,26205151,491970399,558225858"
5010006,2024-12-01,1,223391885
5010006,2025-05-01,1,223391885
40476203,2024-10-01,1,182045244
20969232,2025-01-01,1,254191017
15262263,2025-04-01,1,162459395
3669802,2025-06-01,2,"231932030,461667691"
5010006,2024-11-01,2,"454398796,535491155"
10938932,2025-02-01,1,99067267
10938932,2025-08-01,2,"487823935,220403264"
15262263,2024-11-01,2,"445377791,422374264"
3669802,2024-12-01,1,5868108
10938932,2025-04-01,3,"351469386,688725411,289046687"
20617766,2025-03-01,1,559856116
40476203,2025-05-01,2,"28443594,78873586"
10938932,2024-09-01,1,6629852
3669802,2025-03-01,6,"72884849,75177265,409604533,503908724,683439178,102817305"
3669802,2025-07-01,1,383019632
10938932,2025-06-01,2,"40732767,697998771"
10938932,2024-12-01,2,"563710294,469840386"
20969232,2024-11-01,1,65940010
10938932,2025-07-01,2,"448260262,673514325"
20969232,2025-06-01,2,"65940010,65940010"
3669802,2024-09-01,1,120189953
40476203,2025-04-01,3,"403289904,915664,158024886"
15262263,2024-09-01,2,"378942351,335757941"
3669802,2025-05-01,3,"5868108,308204676,264004861"
10938932,2024-11-01,5,"438269672,658761753,660947067,157112877,394237912"
20617766,2025-02-01,1,546887793
40476203,2025-02-01,2,"141298392,33998429"
15262263,2024-10-01,2,"63498977,427179497"
20617766,2024-09-01,1,288838012
36372244,2024-09-01,1,416994771
15262263,2025-01-01,1,255914455
10938932,2025-03-01,2,"150600048,150600048"
33068974,2025-05-01,1,216675029
37856904,2024-11-01,1,73770338
41491894,2024-12-01,2,"152453510,225229991"
39220382,2025-06-01,1,134589323
39220382,2025-01-01,2,"181634980,366958430"
39220382,2024-09-01,1,551230589
37856904,2024-12-01,2,"860731,13996316"
37856904,2024-09-01,2,"31923393,14112271"
33068974,2024-11-01,1,223032724
37707710,2024-11-01,1,340592936
39220382,2025-02-01,1,597834224
37856904,2025-01-01,1,8989508
38653066,2024-10-01,1,80534451
39220382,2025-07-01,1,471871950
41491894,2025-01-01,1,539532929
13176448,2025-03-01,3,"69926604,52462528,683943660"
15764527,2025-04-01,1,316630913
33036710,2024-09-01,1,380310567
13176448,2024-11-01,5,"346463424,388510067,580028487,408637570,570078051"
26312473,2024-09-01,1,102006167
13176448,2024-12-01,1,87857128
39429111,2025-02-01,1,148952548
26312473,2024-12-01,1,7648716
15764527,2024-12-01,1,38944760
33036710,2025-07-01,1,184467615
33027289,2024-11-01,2,"223032724,223032724"
39429111,2024-10-01,1,202565587
15764527,2025-07-01,1,296286824
2498391,2024-09-01,1,19830114
40168873,2024-10-01,1,49600646
13176448,2025-04-01,2,"380583737,337479567"
40168873,2025-02-01,1,32420983
26312473,2025-01-01,1,133002522
33027289,2024-12-01,1,170192026
16432494,2025-05-01,1,12841480
26312473,2025-04-01,1,28854899
16432494,2024-11-01,1,45047730
40168873,2024-09-01,3,"399518702,15290939,416373173"
15764527,2025-05-01,1,480374896
39429111,2025-07-01,1,514500744
33036710,2025-04-01,1,40732767
15764527,2025-01-01,2,"429639144,389180680"
15764527,2025-03-01,1,556731640
33036710,2024-11-01,1,142953287
40168873,2024-11-01,1,215327544
39429111,2025-01-01,1,95508535
40168873,2025-01-01,1,77652204
33027289,2024-10-01,3,"277069702,448351208,569635942"
15764527,2025-06-01,1,142204769
16432494,2025-01-01,1,22061979
33036710,2025-01-01,1,485653848
40168873,2025-06-01,1,691146806
26312473,2024-11-01,1,65326457
33300588,2025-05-01,7,"246499191,12638129,24428144,80189978,18984591,103657770,412209243"
3956790,2025-06-01,1,702988182
41035711,2024-09-01,2,"8167075,314193021"
3956790,2024-11-01,2,"243050125,243050125"
33300588,2025-04-01,2,"394558139,457071109"
23573474,2025-04-01,1,209893531
33300588,2024-11-01,3,"351157382,75732125,109084177"
28622122,2025-02-01,1,451313455
